,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
1158,37.72398,-122.45637,House,Private room,1.0,1.0,2,98.0
1159,37.75305,-122.43668,Loft,Entire home/apt,1.0,1.0,4,165.0
1160,37.76013,-122.49562,Loft,Private room,1.0,1.0,1,120.0
1161,37.73085,-122.39665,House,Entire home/apt,1.0,2.0,2,167.0
1162,37.75103,-122.50651,House,Private room,1.0,1.0,2,99.0
1163,37.78842,-122.41016,Hotel,Private room,1.0,1.0,1,235.0
1164,37.75558,-122.42686,Condominium,Entire home/apt,3.0,4.0,3,480.0
1165,37.7792,-122.43533,House,Private room,1.0,1.0,2,98.0
1166,37.77362,-122.42591,Apartment,Private room,1.0,1.0,1,99.0
1167,37.80546,-122.41848,Apartment,Entire home/apt,1.0,1.0,30,140.0
1168,37.74754,-122.40578,House,Private room,1.0,1.0,3,99.0
1169,37.74941,-122.46641,House,Entire home/apt,2.0,3.0,30,250.0
1170,37.77325,-122.50589,Apartment,Entire home/apt,1.0,1.0,30,165.0
1171,37.74905,-122.50223,Guest suite,Entire home/apt,1.0,1.0,2,165.0
1172,37.74182,-122.40896,House,Private room,1.0,1.0,30,99.0
1173,37.75817,-122.39978,House,Entire home/apt,1.0,2.0,30,195.0
1174,37.80268,-122.42887,Condominium,Entire home/apt,1.0,2.0,3,300.0
1175,37.77756,-122.41165,House,Private room,1.0,1.0,2,120.0
1176,37.75065,-122.42873,Apartment,Private room,1.0,1.0,30,95.0
1177,37.77896,-122.44232,Apartment,Entire home/apt,2.0,2.0,3,250.0
1178,37.76016,-122.43267,Serviced apartment,Entire home/apt,1.0,1.0,30,175.0
1179,37.7417,-122.41181,House,Entire home/apt,1.0,3.0,2,270.0
1180,37.75319,-122.41606,Apartment,Entire home/apt,1.5,1.0,4,153.0
1181,37.762,-122.39278,House,Entire home/apt,1.0,3.0,3,500.0
1182,37.78647,-122.42258,Condominium,Entire home/apt,1.0,1.0,30,150.0
1183,37.72729,-122.44225,Guest suite,Entire home/apt,1.0,1.0,3,170.0
1184,37.74287,-122.42206,Condominium,Private room,1.0,1.0,4,75.0
1185,37.77761,-122.46018,House,Private room,1.0,1.0,5,90.0
1186,37.76261,-122.49146,House,Entire home/apt,2.0,2.0,3,300.0
1187,37.79782,-122.41521,Apartment,Entire home/apt,1.0,1.0,2,198.0
1188,37.72778,-122.44241,House,Private room,1.0,1.0,2,100.0
1189,37.7806,-122.435,House,Entire home/apt,2.5,4.0,21,500.0
1190,37.79313,-122.40482,House,Shared room,1.0,1.0,30,30.0
1191,37.77431,-122.42169,Apartment,Private room,1.0,1.0,1,115.0
1192,37.77384,-122.42919,Condominium,Entire home/apt,1.0,2.0,7,265.0
1193,37.73555,-122.42724,House,Private room,1.0,1.0,3,79.0
1194,37.77751,-122.4365,Apartment,Entire home/apt,1.0,1.0,30,155.0
1195,37.72629,-122.40463,House,Entire home/apt,2.0,3.0,2,320.0
1196,37.77225,-122.43386,Condominium,Private room,1.0,1.0,2,119.0
1197,37.77219,-122.42565,Townhouse,Entire home/apt,1.0,3.0,4,300.0
1198,37.77231,-122.42411,Townhouse,Private room,1.0,1.0,2,105.0
1199,37.77003,-122.42355,Apartment,Entire home/apt,2.0,2.0,30,270.0
1200,37.7765,-122.40398,Apartment,Entire home/apt,2.0,2.0,30,269.0
1201,37.75548,-122.49992,House,Private room,1.0,1.0,1,70.0
1202,37.79543,-122.43711,Apartment,Entire home/apt,2.0,2.0,30,240.0
1203,37.77046,-122.45271,Condominium,Entire home/apt,2.0,2.0,4,200.0
1204,37.74704,-122.42582,Apartment,Entire home/apt,1.0,1.0,30,165.0
1205,37.75875,-122.43514,Apartment,Entire home/apt,1.0,1.0,30,199.0
1206,37.7174,-122.46943,House,Private room,1.0,1.0,1,95.0
1207,37.78267,-122.46974,Guest suite,Entire home/apt,1.0,1.0,2,149.0
1208,37.75196,-122.44851,House,Entire home/apt,1.0,2.0,3,300.0
1209,37.77363,-122.44657,Condominium,Private room,1.0,1.0,2,109.0
1210,37.77771,-122.47169,House,Private room,1.0,1.0,3,115.0
1211,37.73885,-122.43594,Guest suite,Entire home/apt,1.0,1.0,2,160.0
1212,37.7998,-122.42506,Apartment,Private room,1.0,1.0,31,54.0
1213,37.74114,-122.49292,House,Private room,1.0,1.0,2,89.0
1214,37.71869,-122.44658,House,Entire home/apt,1.0,2.0,2,160.0
1215,37.71348,-122.48359,Townhouse,Private room,1.0,1.0,30,100.0
1216,37.76295,-122.45447,House,Entire home/apt,1.0,1.0,30,120.0
1217,37.74715,-122.40745,House,Private room,1.0,1.0,3,95.0
1218,37.80535,-122.42158,Condominium,Private room,1.0,1.0,30,70.0
1219,37.78034,-122.39754,Condominium,Entire home/apt,1.0,1.0,30,176.0
1220,37.74833,-122.48231,House,Entire home/apt,1.5,2.0,30,150.0
1221,37.73428,-122.44951,Guest suite,Entire home/apt,1.0,1.0,3,120.0
1222,37.75161,-122.42143,Apartment,Entire home/apt,1.0,1.0,31,165.0
1223,37.72458,-122.43151,House,Private room,1.0,1.0,13,45.0
1224,37.74418,-122.43233,Guest suite,Entire home/apt,1.0,1.0,1,146.0
1225,37.74316,-122.41914,House,Entire home/apt,3.0,3.0,3,325.0
1226,37.76385,-122.44306,Guest suite,Entire home/apt,1.0,1.0,2,165.0
1227,37.75319,-122.40195,Townhouse,Private room,1.0,1.0,2,88.0
1228,37.79102,-122.41923,Apartment,Private room,1.0,1.0,30,90.0
1229,37.75239,-122.42648,Guesthouse,Entire home/apt,1.0,0.0,30,159.0
1230,37.79849,-122.40407,Bed and breakfast,Shared room,1.0,1.0,1,69.0
1231,37.79541,-122.43665,Apartment,Entire home/apt,1.0,1.0,30,132.0
1232,37.80384,-122.40892,Condominium,Entire home/apt,2.0,2.0,30,250.0
1233,37.78269,-122.42847,Townhouse,Entire home/apt,2.0,3.0,30,295.0
1234,37.73563,-122.4377,Bungalow,Entire home/apt,1.0,0.0,3,125.0
1235,37.78552,-122.44538,Other,Entire home/apt,1.5,1.0,31,135.0
1236,37.73567,-122.423,Guest suite,Entire home/apt,1.0,1.0,2,159.0
1237,37.77733,-122.41078,House,Private room,1.0,1.0,1,100.0
1238,37.77622,-122.41113,House,Private room,1.0,1.0,1,95.0
1239,37.77716,-122.40931,House,Private room,1.0,1.0,1,90.0
1240,37.77737,-122.41072,House,Private room,1.0,1.0,1,80.0
1241,37.77928,-122.4528,Condominium,Entire home/apt,2.0,2.0,3,400.0
1242,37.77558,-122.45519,House,Entire home/apt,1.0,2.0,2,289.0
1243,37.74143,-122.49269,House,Private room,1.0,1.0,3,79.0
1244,37.74459,-122.42752,Guest suite,Entire home/apt,1.0,2.0,3,185.0
1245,37.78002,-122.50385,House,Private room,1.0,1.0,3,75.0
1246,37.79014,-122.41685,Apartment,Entire home/apt,1.0,1.0,30,148.0
1247,37.76182,-122.50462,Tiny house,Entire home/apt,1.0,2.0,4,230.0
1248,37.72887,-122.46213,House,Entire home/apt,1.5,3.0,2,425.0
1249,37.76004,-122.44558,House,Entire home/apt,2.5,2.0,7,260.0
1250,37.78609,-122.42885,Condominium,Entire home/apt,1.0,2.0,30,220.0
1251,37.76159,-122.40461,Apartment,Entire home/apt,1.0,2.0,3,249.0
1252,37.75995,-122.43539,Apartment,Entire home/apt,1.0,1.0,30,150.0
1253,37.75465,-122.4002,Guesthouse,Entire home/apt,1.0,2.0,5,215.0
1254,37.73315,-122.44436,House,Private room,1.0,1.0,30,90.0
1255,37.75728,-122.42097,Apartment,Entire home/apt,1.0,0.0,5,148.0
1256,37.80006,-122.44616,Condominium,Entire home/apt,1.0,2.0,30,199.0
1257,37.80086,-122.41394,Apartment,Private room,1.0,1.0,30,82.0
1258,37.77418,-122.43196,Apartment,Entire home/apt,1.0,1.0,2,159.0
1259,37.73907,-122.47727,Apartment,Entire home/apt,1.0,1.0,3,140.0
1260,37.76359,-122.48245,House,Private room,1.0,1.0,2,55.0
1261,37.76294,-122.46931,House,Private room,1.0,1.0,30,120.0
1262,37.74819,-122.40914,Apartment,Entire home/apt,1.0,1.0,2,150.0
1263,37.73103,-122.44218,Tiny house,Entire home/apt,1.0,1.0,3,160.0
1264,37.73615,-122.45143,House,Entire home/apt,2.0,3.0,4,275.0
1265,37.77384,-122.4711,Condominium,Entire home/apt,2.0,3.0,7,360.0
1266,37.77779,-122.43207,Condominium,Private room,1.0,1.0,2,100.0
1267,37.75857,-122.48878,Apartment,Entire home/apt,1.0,1.0,1,139.0
1268,37.74495,-122.42992,House,Private room,1.0,1.0,1,99.0
1269,37.74539,-122.43046,House,Private room,1.0,1.0,1,105.0
1270,37.74377,-122.41828,Apartment,Entire home/apt,1.0,2.0,3,208.0
1271,37.73691,-122.41083,Guest suite,Private room,1.0,1.0,2,75.0
1272,37.75356,-122.44223,House,Private room,1.0,1.0,30,101.0
1273,37.77674,-122.40911,Condominium,Entire home/apt,1.5,2.0,30,199.0
1274,37.77665,-122.44127,Apartment,Entire home/apt,1.0,1.0,30,136.0
1275,37.7874,-122.40845,Apartment,Private room,1.0,1.0,1,110.0
1276,37.78726,-122.40955,Apartment,Private room,1.0,1.0,1,110.0
1277,37.75675,-122.42467,Apartment,Private room,1.0,1.0,1,104.0
1278,37.79795,-122.41091,Apartment,Entire home/apt,1.0,0.0,30,135.0
1279,37.77211,-122.43204,Condominium,Entire home/apt,2.0,3.0,30,350.0
1280,37.72722,-122.41951,House,Entire home/apt,1.0,2.0,1,183.0
1281,37.79515,-122.41909,Bungalow,Entire home/apt,1.0,0.0,30,130.0
1282,37.75746,-122.48286,House,Private room,1.0,1.0,30,45.0
1283,37.74662,-122.41503,Apartment,Entire home/apt,1.0,2.0,3,225.0
1284,37.78754,-122.38824,Loft,Entire home/apt,1.0,1.0,30,220.0
1285,37.73739,-122.50635,Guest suite,Entire home/apt,1.0,1.0,1,160.0
1286,37.79863,-122.40611,Apartment,Private room,1.0,1.0,30,65.0
1287,37.7602,-122.47605,House,Entire home/apt,1.5,3.0,3,330.0
1288,37.75266,-122.45293,House,Private room,1.0,1.0,2,90.0
1289,37.79925,-122.4046,Bed and breakfast,Shared room,1.0,1.0,1,69.0
1290,37.71174,-122.39891,Guest suite,Entire home/apt,2.0,2.0,2,250.0
1291,37.7583,-122.43225,Apartment,Entire home/apt,1.0,1.0,30,182.0
1292,37.758,-122.42991,Condominium,Private room,1.0,1.0,2,95.0
1293,37.72701,-122.44153,House,Private room,1.0,1.0,30,97.0
1294,37.77589,-122.43274,House,Entire home/apt,1.0,2.0,30,179.0
1295,37.78963,-122.41351,Apartment,Entire home/apt,1.0,2.0,2,240.0
1296,37.77704,-122.47236,Condominium,Private room,1.0,1.0,30,85.0
1297,37.77925,-122.47267,Condominium,Private room,1.0,1.0,30,85.0
1298,37.79683,-122.42576,Guesthouse,Entire home/apt,1.0,1.0,30,500.0
1299,37.79195,-122.4214,Apartment,Private room,1.0,1.0,30,60.0
1300,37.73486,-122.49566,House,Private room,1.0,1.0,1,50.0
1301,37.75582,-122.40162,Apartment,Private room,1.0,1.0,30,81.0
1302,37.74563,-122.47156,Guest suite,Entire home/apt,1.0,1.0,2,120.0
1303,37.75963,-122.46545,House,Entire home/apt,3.0,3.0,2,299.0
1304,37.75776,-122.41697,Apartment,Entire home/apt,2.0,3.0,30,336.0
1305,37.73935,-122.49681,Guest suite,Entire home/apt,1.0,1.0,2,179.0
1306,37.76426,-122.46393,House,Private room,1.0,1.0,2,105.0
1307,37.77195,-122.51163,Condominium,Entire home/apt,2.0,2.0,30,190.0
1308,37.76994,-122.45038,Apartment,Entire home/apt,1.0,2.0,5,290.0
1309,37.78059,-122.44827,House,Entire home/apt,2.0,3.0,3,450.0
1310,37.77559,-122.49582,House,Entire home/apt,2.5,3.0,5,350.0
1311,37.79398,-122.4052,House,Shared room,1.0,1.0,30,30.0
1312,37.77926,-122.44907,House,Entire home/apt,1.5,2.0,2,300.0
1313,37.79348,-122.40335,Hostel,Shared room,1.0,1.0,1,45.0
1314,37.79325,-122.40326,Hostel,Shared room,1.0,1.0,1,45.0
1315,37.79454,-122.40315,Hostel,Shared room,1.0,1.0,1,45.0
1316,37.79471,-122.40329,Hostel,Shared room,1.0,1.0,1,45.0
1317,37.79304,-122.40324,Hostel,Shared room,1.0,1.0,1,45.0
1318,37.73119,-122.38945,Apartment,Private room,1.0,1.0,2,70.0
1319,37.80634,-122.42056,Apartment,Entire home/apt,1.0,1.0,30,140.0
1320,37.79055,-122.41464,Apartment,Entire home/apt,1.0,1.0,30,148.0
1321,37.75371,-122.48778,House,Private room,1.0,1.0,2,99.0
1322,37.79543,-122.42359,Apartment,Entire home/apt,2.0,3.0,5,490.0
1323,37.74113,-122.47925,House,Entire home/apt,2.0,3.0,30,300.0
1324,37.78122,-122.42035,Apartment,Entire home/apt,1.0,0.0,30,150.0
1325,37.80508,-122.40775,Apartment,Entire home/apt,1.0,1.0,30,175.0
1326,37.7624,-122.40502,House,Private room,1.0,1.0,2,74.0
1327,37.72599,-122.40599,House,Private room,1.0,1.0,1,115.0
1328,37.72475,-122.4057,House,Private room,1.0,1.0,1,68.0
1329,37.72498,-122.40501,House,Private room,1.0,1.0,1,65.0
1330,37.76206,-122.43576,Apartment,Entire home/apt,1.0,1.0,1,187.0
1331,37.75315,-122.40715,Townhouse,Private room,1.0,1.0,2,100.0
1332,37.77849,-122.49881,Apartment,Entire home/apt,1.0,0.0,1,125.0
1333,37.76185,-122.40543,House,Private room,1.0,1.0,1,69.0
1334,37.7621,-122.4035,House,Private room,1.0,1.0,1,58.0
1335,37.7379,-122.41649,House,Entire home/apt,1.0,2.0,2,220.0
1336,37.77696,-122.45514,Condominium,Entire home/apt,1.0,1.0,30,150.0
1337,37.75642,-122.43945,Condominium,Entire home/apt,2.0,2.0,3,275.0
1338,37.73592,-122.50633,House,Entire home/apt,1.0,1.0,3,150.0
1339,37.7539,-122.50101,Guest suite,Entire home/apt,1.0,1.0,2,160.0
1340,37.77964,-122.477,House,Entire home/apt,2.0,3.0,4,400.0
1341,37.75146,-122.43738,Apartment,Entire home/apt,2.5,4.0,30,475.0
1342,37.76192,-122.49741,Guest suite,Entire home/apt,1.0,2.0,2,175.0
1343,37.77643,-122.47753,Apartment,Entire home/apt,1.5,3.0,3,400.0
1344,37.77674,-122.46657,Apartment,Entire home/apt,1.5,2.0,2,245.0
1345,37.78752,-122.40958,Hotel,Private room,1.0,1.0,2,235.0
1346,37.78749,-122.3902,Serviced apartment,Hotel room,1.0,1.0,30,189.0
1347,37.7785,-122.48813,House,Private room,1.0,1.0,1,120.0
1348,37.76384,-122.4248,Apartment,Private room,1.0,1.0,3,96.0
1349,37.78728,-122.41147,Hotel,Private room,1.0,1.0,1,235.0
1350,37.78901,-122.40929,Hotel,Private room,1.0,1.0,1,235.0
1351,37.77018,-122.42398,Apartment,Entire home/apt,2.0,2.0,2,292.0
1352,37.80373,-122.40457,Serviced apartment,Entire home/apt,1.0,1.0,30,181.0
1353,37.78509,-122.47077,Apartment,Entire home/apt,1.0,1.0,30,190.0
1354,37.72511,-122.40716,Guest suite,Entire home/apt,1.0,1.0,2,185.0
1355,37.78153,-122.47631,Apartment,Private room,1.0,1.0,30,90.0
1356,37.74661,-122.43451,House,Entire home/apt,2.0,3.0,30,335.0
1357,37.77481,-122.45646,House,Entire home/apt,1.5,4.0,31,299.0
1358,37.72871,-122.42934,House,Private room,1.0,1.0,1,50.0
1359,37.75132,-122.42648,Condominium,Entire home/apt,2.0,2.0,3,400.0
1360,37.76345,-122.42996,Apartment,Private room,1.0,1.0,1,62.0
1361,37.79849,-122.40699,Apartment,Private room,1.0,1.0,30,92.0
1362,37.76995,-122.43226,Apartment,Private room,1.0,1.0,1,80.0
1363,37.79609,-122.41724,Apartment,Entire home/apt,2.0,2.0,2,300.0
1364,37.75212,-122.49757,Guest suite,Entire home/apt,1.0,0.0,2,120.0
1365,37.79379,-122.41754,House,Private room,1.0,1.0,30,95.0
1366,37.80064,-122.41638,Serviced apartment,Hotel room,1.0,1.0,30,145.0
1367,37.75322,-122.41386,Apartment,Entire home/apt,1.0,1.0,3,160.0
1368,37.76083,-122.4201,Apartment,Entire home/apt,1.5,2.0,3,250.0
1369,37.72123,-122.44373,House,Private room,1.0,1.0,30,60.0
1370,37.7537,-122.48254,House,Private room,1.0,1.0,2,80.0
1371,37.72434,-122.42149,House,Private room,1.0,1.0,2,70.0
1372,37.70836,-122.46167,House,Entire home/apt,2.0,2.0,2,299.0
1373,37.71994,-122.44416,House,Private room,1.0,1.0,30,55.0
1374,37.75564,-122.41142,Guest suite,Entire home/apt,1.0,1.0,2,172.0
1375,37.78433,-122.44559,Loft,Entire home/apt,1.0,1.0,2,200.0
1376,37.8022,-122.41268,Apartment,Entire home/apt,1.0,1.0,3,160.0
1377,37.75209,-122.48445,House,Private room,1.0,1.0,2,80.0
1378,37.74695,-122.40963,House,Private room,1.0,1.0,1,117.0
1379,37.79074,-122.43447,Apartment,Entire home/apt,1.0,0.0,30,155.0
1380,37.7331,-122.45106,House,Entire home/apt,1.0,2.0,3,225.0
1381,37.78138,-122.42963,Townhouse,Entire home/apt,2.0,2.0,3,300.0
1382,37.77795,-122.44292,Apartment,Private room,1.0,1.0,30,80.0
1383,37.76032,-122.39444,House,Entire home/apt,1.0,3.0,4,450.0
1384,37.75806,-122.41635,Townhouse,Entire home/apt,1.5,3.0,30,299.0
1385,37.77902,-122.44245,Condominium,Entire home/apt,2.0,1.0,3,129.0
1386,37.75363,-122.42404,Apartment,Entire home/apt,1.0,1.0,30,199.0
1387,37.7374,-122.49491,House,Entire home/apt,1.0,3.0,30,299.0
1388,37.73745,-122.45822,House,Entire home/apt,2.5,3.0,30,300.0
1389,37.71656,-122.38993,Villa,Private room,1.0,1.0,1,99.0
1390,37.72663,-122.42957,House,Private room,1.0,1.0,1,69.0
1391,37.77796,-122.43186,House,Private room,1.0,1.0,2,84.0
1392,37.75738,-122.50717,Guest suite,Entire home/apt,1.0,1.0,2,160.0
1393,37.75849,-122.48789,House,Private room,1.0,1.0,1,100.0
1394,37.75755,-122.41685,Condominium,Entire home/apt,2.0,2.0,1,400.0
1395,37.74405,-122.50323,Apartment,Entire home/apt,1.0,1.0,2,175.0
1396,37.73847,-122.41456,House,Private room,1.0,1.0,1,98.0
1397,37.72659,-122.41729,House,Entire home/apt,1.0,1.0,2,120.0
1398,37.72885,-122.45885,House,Private room,1.0,1.0,30,120.0
1399,37.75207,-122.48434,House,Private room,1.0,1.0,2,85.0
1400,37.77742,-122.41979,Apartment,Private room,1.0,1.0,30,95.0
1401,37.77107,-122.43114,Apartment,Entire home/apt,2.0,1.0,30,143.0
1402,37.76418,-122.44544,Apartment,Entire home/apt,1.5,2.0,2,275.0
1403,37.78926,-122.41598,Apartment,Entire home/apt,1.0,0.0,31,139.0
1404,37.73053,-122.44064,House,Entire home/apt,3.0,3.0,4,355.0
1405,37.7597,-122.50712,House,Private room,1.0,1.0,1,80.0
1406,37.74503,-122.41095,House,Private room,1.0,1.0,1,101.0
1407,37.79087,-122.40652,Hotel,Private room,1.0,1.0,1,179.0
1408,37.76256,-122.47003,Apartment,Entire home/apt,2.0,3.0,3,300.0
1409,37.75934,-122.42627,Apartment,Entire home/apt,2.0,3.0,5,365.0
1410,37.75742,-122.43741,House,Private room,1.0,1.0,2,97.0
1411,37.75798,-122.44175,Condominium,Entire home/apt,1.0,2.0,30,329.0
1412,37.71923,-122.39598,Apartment,Entire home/apt,1.0,2.0,30,225.0
1413,37.74529,-122.4098,House,Private room,1.0,1.0,1,86.0
1414,37.75078,-122.4152,Apartment,Entire home/apt,1.5,2.0,3,250.0
1415,37.78762,-122.41512,Apartment,Private room,1.0,1.0,30,54.0
1416,37.7666,-122.45108,Condominium,Entire home/apt,1.0,1.0,30,220.0
1417,37.71898,-122.43174,House,Entire home/apt,1.0,1.0,7,149.0
1418,37.80009,-122.44287,Apartment,Entire home/apt,1.0,1.0,1,169.0
1419,37.7572,-122.49858,House,Private room,1.0,1.0,30,95.0
1420,37.75891,-122.49691,House,Private room,0.5,1.0,30,110.0
1421,37.76046,-122.50478,Apartment,Entire home/apt,1.0,2.0,30,295.0
1422,37.79183,-122.41038,Condominium,Entire home/apt,1.0,1.0,30,140.0
1423,37.74991,-122.42875,Condominium,Entire home/apt,1.0,1.0,30,199.0
1424,37.77397,-122.41482,Apartment,Entire home/apt,1.0,1.0,30,185.0
1425,37.75952,-122.44114,Condominium,Entire home/apt,2.5,3.0,3,350.0
1426,37.72478,-122.43195,House,Private room,1.0,1.0,13,39.0
1427,37.75758,-122.42284,Apartment,Entire home/apt,2.0,4.0,30,269.0
1428,37.79098,-122.39254,Apartment,Entire home/apt,1.0,1.0,30,159.0
1429,37.77808,-122.4404,Guest suite,Entire home/apt,1.0,1.0,2,199.0
1430,37.76622,-122.43067,Condominium,Entire home/apt,2.0,2.0,30,240.0
1431,37.71099,-122.44813,House,Private room,1.0,1.0,31,75.0
1432,37.73412,-122.47902,House,Entire home/apt,2.0,3.0,30,295.0
1433,37.77814,-122.44079,Condominium,Private room,1.0,1.0,3,100.0
1434,37.75558,-122.41443,Townhouse,Private room,1.0,1.0,3,150.0
1435,37.72527,-122.43802,House,Entire home/apt,2.0,3.0,7,275.0
1436,37.75582,-122.42421,Apartment,Entire home/apt,1.0,2.0,30,200.0
1437,37.7593,-122.50366,House,Private room,1.0,1.0,1,105.0
1438,37.7267,-122.42032,House,Private room,1.0,1.0,30,58.0
1439,37.74832,-122.49904,House,Private room,1.0,1.0,1,69.0
1440,37.72477,-122.41988,House,Private room,1.0,1.0,30,55.0
1441,37.76733,-122.4324,Condominium,Private room,1.0,1.0,1,105.0
1442,37.7582,-122.4024,Guest suite,Entire home/apt,2.0,2.0,30,195.0
1443,37.781,-122.41952,Condominium,Entire home/apt,1.0,0.0,30,150.0
1444,37.7631,-122.5032,House,Private room,1.0,1.0,2,85.0
1445,37.74712,-122.42523,Condominium,Private room,1.0,1.0,6,119.0
1446,37.76104,-122.49091,Apartment,Entire home/apt,1.0,2.0,3,200.0
1447,37.78111,-122.41967,Apartment,Entire home/apt,1.0,0.0,30,150.0
1448,37.75138,-122.43279,Guesthouse,Entire home/apt,1.0,0.0,1,250.0
1449,37.7259,-122.41849,House,Private room,1.0,1.0,30,48.0
1450,37.74466,-122.49111,House,Private room,1.0,1.0,30,62.0
1451,37.72452,-122.43242,House,Private room,1.0,1.0,5,100.0
1452,37.7342,-122.43265,House,Private room,1.0,1.0,3,75.0
1453,37.71127,-122.44895,Condominium,Private room,1.0,1.0,31,55.0
1454,37.80502,-122.40632,Serviced apartment,Hotel room,1.0,1.0,30,185.0
1455,37.74789,-122.43866,House,Entire home/apt,1.0,2.0,3,325.0
1456,37.74803,-122.42458,Apartment,Entire home/apt,1.0,2.0,6,219.0
1457,37.72627,-122.41832,House,Private room,1.0,1.0,30,48.0
1458,37.75958,-122.40087,House,Entire home/apt,1.5,2.0,3,348.0
1459,37.76535,-122.41688,House,Private room,1.0,1.0,2,110.0
1460,37.73722,-122.42265,Apartment,Entire home/apt,1.0,0.0,30,125.0
1461,37.7659,-122.4347,Apartment,Entire home/apt,1.0,2.0,4,290.0
1462,37.7616,-122.49496,Apartment,Entire home/apt,1.5,2.0,2,225.0
1463,37.7441,-122.4237,House,Entire home/apt,2.0,3.0,30,250.0
1464,37.72728,-122.45805,House,Private room,0.5,1.0,30,63.0
1465,37.72935,-122.45705,House,Private room,0.5,1.0,30,59.0
1466,37.75834,-122.41143,Condominium,Entire home/apt,1.5,2.0,4,310.0
1467,37.76315,-122.47008,Apartment,Entire home/apt,1.0,2.0,2,215.0
1468,37.78134,-122.39541,Apartment,Private room,1.0,1.0,1,98.0
1469,37.77475,-122.40829,Condominium,Entire home/apt,1.0,1.0,4,190.0
1470,37.77679,-122.41438,Apartment,Private room,1.0,1.0,3,89.0
1471,37.76668,-122.41703,House,Private room,1.0,1.0,3,105.0
1472,37.74827,-122.45028,House,Entire home/apt,1.0,2.0,3,285.0
1473,37.77364,-122.43263,Townhouse,Entire home/apt,1.0,0.0,3,159.0
1474,37.77738,-122.4312,House,Private room,1.0,1.0,2,83.0
1475,37.77798,-122.44284,Apartment,Entire home/apt,1.0,2.0,5,239.0
1476,37.72785,-122.45791,House,Private room,0.5,1.0,30,58.0
1477,37.7877,-122.41367,Apartment,Private room,1.0,1.0,30,53.0
1478,37.76586,-122.45408,Apartment,Entire home/apt,1.0,1.0,30,130.0
1479,37.78517,-122.44438,Condominium,Entire home/apt,1.5,1.0,3,210.0
1480,37.72767,-122.45858,House,Private room,0.5,1.0,30,58.0
1481,37.72918,-122.45664,House,Private room,0.5,1.0,30,58.0
1482,37.77746,-122.44773,Condominium,Private room,1.0,1.0,1,77.0
1483,37.73539,-122.42337,Apartment,Entire home/apt,1.0,3.0,4,280.0
1484,37.75241,-122.41126,House,Entire home/apt,3.0,3.0,30,350.0
1485,37.74132,-122.43705,Townhouse,Entire home/apt,3.0,3.0,5,295.0
1486,37.72386,-122.41869,House,Entire home/apt,1.0,2.0,30,185.0
1487,37.70855,-122.46573,House,Private room,1.0,1.0,1,80.0
1488,37.7783,-122.45182,Guest suite,Entire home/apt,1.0,1.0,3,159.0
1489,37.70828,-122.46432,House,Private room,1.0,1.0,1,107.0
1490,37.76285,-122.44953,House,Entire home/apt,1.5,3.0,4,400.0
1491,37.75805,-122.42255,House,Entire home/apt,2.5,3.0,4,450.0
1492,37.75915,-122.40275,House,Private room,1.0,1.0,4,95.0
1493,37.71182,-122.45112,Condominium,Private room,1.0,1.0,31,50.0
1494,37.80037,-122.40354,Apartment,Private room,1.0,1.0,30,90.0
1495,37.7778,-122.43854,Apartment,Entire home/apt,1.0,3.0,30,260.0
1496,37.76267,-122.39474,Townhouse,Entire home/apt,1.0,2.0,7,200.0
1497,37.75849,-122.47023,Guest suite,Entire home/apt,1.0,0.0,2,130.0
1498,37.73329,-122.45835,Apartment,Entire home/apt,1.0,1.0,2,180.0
1499,37.73366,-122.43346,Townhouse,Private room,1.0,1.0,3,100.0
1500,37.75152,-122.44197,Condominium,Entire home/apt,1.0,2.0,1,295.0
1501,37.74325,-122.46906,Guest suite,Entire home/apt,1.0,1.0,2,125.0
1502,37.7903,-122.40693,Boutique hotel,Hotel room,1.0,1.0,1,129.0
1503,37.77944,-122.39265,Loft,Private room,1.0,1.0,1,119.0
1504,37.77652,-122.42311,Condominium,Entire home/apt,1.0,1.0,30,145.0
1505,37.79009,-122.40629,Boutique hotel,Hotel room,1.0,1.0,1,109.0
1506,37.78053,-122.39814,Condominium,Entire home/apt,1.0,1.0,30,220.0
1507,37.7449,-122.43067,House,Entire home/apt,1.0,2.0,2,350.0
1508,37.73843,-122.42177,House,Entire home/apt,1.5,3.0,2,325.0
1509,37.73936,-122.45945,Guest suite,Entire home/apt,1.0,1.0,30,135.0
1510,37.75393,-122.43683,Guest suite,Entire home/apt,1.0,1.0,3,140.0
1511,37.75953,-122.40271,House,Private room,1.0,1.0,4,80.0
1512,37.75997,-122.44155,Apartment,Private room,1.0,1.0,2,110.0
1513,37.73906,-122.38537,Apartment,Entire home/apt,1.0,2.0,2,213.0
1514,37.80239,-122.41004,House,Shared room,1.0,1.0,31,49.0
1515,37.72923,-122.46063,House,Private room,1.0,1.0,1,88.0
1516,37.73902,-122.42146,Guest suite,Entire home/apt,1.0,1.0,1,125.0
1517,37.7542,-122.44029,House,Entire home/apt,1.0,2.0,4,250.0
1518,37.76196,-122.43323,Apartment,Private room,1.0,1.0,30,97.0
1519,37.71034,-122.44854,Condominium,Private room,1.0,1.0,30,65.0
1520,37.80512,-122.41087,Apartment,Entire home/apt,1.0,1.0,30,180.0
