,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
34,37.73729,-122.41163,House,Entire home/apt,2.0,2.0,4,220.0
35,37.77931,-122.50518,Apartment,Entire home/apt,1.0,1.0,2,155.0
36,37.74025,-122.41259,Apartment,Entire home/apt,1.0,1.0,30,150.0
37,37.76526,-122.3973,House,Entire home/apt,1.0,1.0,1,240.0
38,37.7483,-122.42488,Guest suite,Entire home/apt,1.0,1.0,30,107.0
39,37.74093,-122.42055,Apartment,Entire home/apt,1.0,0.0,60,94.0
40,37.76016,-122.41969,Apartment,Entire home/apt,1.0,1.0,30,108.0
41,37.78255,-122.44844,Apartment,Private room,1.0,1.0,30,67.0
42,37.76125,-122.43335,House,Entire home/apt,1.0,1.0,4,159.0
43,37.74083,-122.41763,House,Private room,1.0,1.0,3,127.0
44,37.75611,-122.41866,Apartment,Entire home/apt,1.0,2.0,30,290.0
45,37.73557,-122.43302,House,Entire home/apt,1.0,0.0,30,136.0
46,37.73356,-122.41851,Apartment,Entire home/apt,1.0,0.0,30,85.0
47,37.73404,-122.41781,House,Entire home/apt,1.0,1.0,30,85.0
48,37.75117,-122.41326,Apartment,Entire home/apt,1.5,1.0,10,104.0
49,37.75447,-122.38813,Guest suite,Entire home/apt,1.0,2.0,30,150.0
50,37.77272,-122.44084,Guest suite,Entire home/apt,1.0,2.0,30,110.0
51,37.75145,-122.41207,Apartment,Entire home/apt,1.0,1.0,30,95.0
52,37.75121,-122.42165,Apartment,Entire home/apt,1.0,1.0,30,175.0
53,37.76068,-122.43331,Guest suite,Entire home/apt,1.0,0.0,3,116.0
54,37.77248,-122.43016,House,Private room,1.0,1.0,1,125.0
55,37.72536,-122.46861,House,Entire home/apt,1.0,2.0,30,78.0
56,37.7925,-122.42431,Apartment,Entire home/apt,1.0,1.0,30,120.0
57,37.76519,-122.45613,Apartment,Entire home/apt,1.0,2.0,365,9999.0
58,37.77121,-122.42834,Apartment,Entire home/apt,1.0,1.0,30,119.0
59,37.79312,-122.426,Apartment,Private room,1.0,1.0,30,55.0
60,37.73878,-122.41189,House,Private room,1.0,1.0,3,90.0
61,37.78775,-122.41634,Apartment,Entire home/apt,1.0,2.0,80,163.0
62,37.7933,-122.40079,Condominium,Entire home/apt,1.5,1.0,30,185.0
63,37.79166,-122.4265,Apartment,Entire home/apt,1.0,1.0,30,115.0
64,37.77959,-122.48619,Apartment,Entire home/apt,1.0,1.0,30,112.0
65,37.74889,-122.44479,Apartment,Entire home/apt,1.0,1.0,30,116.0
66,37.79216,-122.42458,Apartment,Private room,1.0,1.0,30,55.0
67,37.78816,-122.41722,Apartment,Entire home/apt,1.0,2.0,3,187.0
68,37.77459,-122.43923,Apartment,Entire home/apt,2.0,2.0,90,200.0
69,37.7472,-122.41443,Apartment,Entire home/apt,1.0,1.0,30,175.0
70,37.75762,-122.41933,Apartment,Private room,1.0,1.0,30,99.0
71,37.74565,-122.42864,Guest suite,Entire home/apt,1.0,1.0,2,135.0
72,37.8031,-122.41596,Condominium,Private room,1.0,1.0,2,109.0
73,37.74209,-122.41409,Cottage,Private room,1.0,1.0,30,150.0
74,37.75674,-122.49178,House,Private room,1.0,1.0,60,100.0
75,37.76966,-122.43496,House,Entire home/apt,2.0,3.0,4,475.0
76,37.74183,-122.42993,Apartment,Private room,1.0,1.0,2,85.0
77,37.76245,-122.42432,House,Entire home/apt,2.5,3.0,3,950.0
78,37.74926,-122.41398,Guest suite,Entire home/apt,1.0,1.0,2,166.0
79,37.80317,-122.42874,Apartment,Private room,1.0,1.0,30,90.0
80,37.77798,-122.47812,Apartment,Entire home/apt,1.0,0.0,30,95.0
81,37.77719,-122.50906,Apartment,Entire home/apt,2.0,3.0,30,216.0
82,37.7571,-122.46594,Apartment,Entire home/apt,1.0,1.0,30,90.0
83,37.75426,-122.42387,Apartment,Entire home/apt,1.0,1.0,30,326.0
84,37.77442,-122.46319,House,Entire home/apt,1.0,2.0,30,80.0
85,37.73027,-122.42644,House,Private room,1.0,1.0,30,46.0
86,37.73128,-122.42478,House,Private room,1.0,1.0,30,37.0
87,37.77707,-122.50923,Apartment,Entire home/apt,2.0,3.0,30,185.0
88,37.74527,-122.42424,Apartment,Entire home/apt,1.0,1.0,30,108.0
89,37.79364,-122.40635,House,Shared room,1.0,1.0,30,30.0
90,37.79447,-122.4045,Hostel,Shared room,1.0,1.0,1,45.0
91,37.74578,-122.40841,Guest suite,Private room,1.0,1.0,3,109.0
92,37.77625,-122.46466,Apartment,Entire home/apt,1.0,1.0,30,80.0
93,37.77518,-122.43334,Apartment,Entire home/apt,1.0,0.0,30,90.0
94,37.79309,-122.40443,Hostel,Shared room,1.0,1.0,1,45.0
95,37.77588,-122.43143,Apartment,Entire home/apt,1.0,1.0,30,105.0
96,37.77026,-122.41855,Apartment,Entire home/apt,1.0,1.0,30,270.0
97,37.77388,-122.43298,Apartment,Entire home/apt,1.0,0.0,30,100.0
98,37.73137,-122.42532,House,Private room,1.0,1.0,30,37.0
99,37.73128,-122.42473,House,Private room,1.0,1.0,30,40.0
100,37.73048,-122.42494,House,Private room,1.0,1.0,30,45.0
101,37.73838,-122.43375,House,Entire home/apt,1.0,1.0,3,135.0
102,37.73134,-122.42457,House,Private room,1.0,1.0,30,57.0
103,37.75615,-122.41927,Apartment,Private room,1.0,1.0,30,75.0
104,37.77065,-122.44252,Apartment,Entire home/apt,1.0,1.0,30,140.0
105,37.78493,-122.44618,Condominium,Entire home/apt,1.0,1.0,30,83.0
106,37.73152,-122.42547,House,Private room,1.0,1.0,30,45.0
107,37.78528,-122.44358,House,Private room,1.0,1.0,1,90.0
108,37.77483,-122.50952,Apartment,Entire home/apt,1.0,0.0,30,85.0
109,37.75969,-122.44445,Guest suite,Entire home/apt,1.0,1.0,5,85.0
110,37.7455,-122.42898,Guest suite,Private room,1.0,1.0,2,115.0
111,37.76194,-122.44929,Apartment,Entire home/apt,1.5,2.0,30,201.0
112,37.79176,-122.42476,Apartment,Private room,1.0,1.0,30,59.0
113,37.76809,-122.42439,Apartment,Entire home/apt,1.0,2.0,4,185.0
114,37.75629,-122.42518,Apartment,Entire home/apt,2.0,3.0,4,450.0
115,37.79297,-122.40664,House,Shared room,1.0,1.0,30,30.0
116,37.75754,-122.49852,House,Private room,1.0,1.0,45,85.0
117,37.78535,-122.41515,Apartment,Entire home/apt,2.0,2.0,30,130.0
118,37.73327,-122.46435,Guest suite,Entire home/apt,1.0,2.0,2,125.0
119,37.71549,-122.38922,House,Entire home/apt,1.0,2.0,30,120.0
120,37.79294,-122.40659,House,Shared room,1.0,1.0,30,30.0
121,37.76102,-122.43005,Condominium,Private room,1.0,1.0,1,125.0
122,37.80591,-122.4083,Condominium,Entire home/apt,1.0,1.0,30,125.0
123,37.77083,-122.43109,Apartment,Entire home/apt,1.0,1.0,30,200.0
124,37.76813,-122.44494,Apartment,Entire home/apt,1.0,3.0,30,150.0
125,37.75887,-122.43565,Apartment,Entire home/apt,1.0,1.0,3,328.0
126,37.76609,-122.45126,Apartment,Private room,1.0,1.0,32,65.0
127,37.75586,-122.42092,Apartment,Entire home/apt,1.0,1.0,30,97.0
128,37.73974,-122.42299,House,Private room,1.0,1.0,1,69.0
129,37.80356,-122.42589,Condominium,Entire home/apt,1.0,2.0,4,300.0
130,37.7806,-122.47597,House,Entire home/apt,1.5,3.0,4,550.0
131,37.7879,-122.46474,House,Entire home/apt,3.5,4.0,7,594.0
132,37.74708,-122.42456,House,Private room,1.0,1.0,30,102.0
133,37.76463,-122.47435,Apartment,Entire home/apt,1.5,1.0,30,150.0
134,37.75559,-122.42953,House,Entire home/apt,2.0,4.0,6,1200.0
135,37.79835,-122.4042,Apartment,Entire home/apt,1.0,1.0,30,150.0
136,37.75823,-122.43273,House,Private room,1.0,1.0,5,150.0
137,37.73874,-122.41624,Apartment,Private room,1.0,1.0,2,90.0
138,37.78471,-122.48125,Condominium,Entire home/apt,1.0,2.0,4,399.0
139,37.79336,-122.42506,Apartment,Private room,1.0,1.0,30,56.0
140,37.74599,-122.44532,Apartment,Entire home/apt,1.5,2.0,30,230.0
141,37.76787,-122.43172,Apartment,Entire home/apt,1.0,2.0,5,275.0
142,37.80094,-122.4275,Apartment,Entire home/apt,1.0,1.0,60,165.0
143,37.75195,-122.44928,Apartment,Entire home/apt,1.0,1.0,30,115.0
144,37.76202,-122.41876,Apartment,Entire home/apt,1.0,2.0,30,148.0
145,37.762,-122.39391,Townhouse,Private room,1.0,1.0,3,75.0
146,37.77761,-122.50378,Apartment,Entire home/apt,1.0,1.0,1,149.0
147,37.74159,-122.46578,House,Private room,1.0,1.0,5,69.0
148,37.76194,-122.43239,Guesthouse,Entire home/apt,1.0,1.0,30,220.0
149,37.76827,-122.44678,Apartment,Entire home/apt,1.0,1.0,30,185.0
150,37.79018,-122.40475,Apartment,Entire home/apt,1.0,0.0,30,110.0
151,37.79076,-122.40403,Apartment,Entire home/apt,1.0,0.0,30,135.0
152,37.73143,-122.42325,House,Private room,1.0,1.0,30,37.0
153,37.79675,-122.40781,Apartment,Entire home/apt,1.0,2.0,30,135.0
154,37.73626,-122.43677,Apartment,Entire home/apt,1.0,2.0,3,220.0
155,37.75757,-122.41939,Apartment,Private room,1.0,1.0,29,75.0
156,37.73856,-122.41687,Apartment,Private room,1.0,1.0,2,90.0
157,37.80318,-122.42977,Apartment,Entire home/apt,1.0,1.0,5,150.0
158,37.77311,-122.44979,Guest suite,Entire home/apt,1.0,1.0,2,138.0
159,37.74557,-122.41187,Apartment,Private room,1.0,1.0,6,80.0
160,37.8034,-122.40485,Condominium,Entire home/apt,1.0,1.0,30,182.0
161,37.77756,-122.43326,Apartment,Entire home/apt,1.5,1.0,30,136.0
162,37.79507,-122.40498,House,Shared room,1.0,1.0,30,30.0
163,37.79466,-122.40523,House,Shared room,1.0,1.0,30,30.0
164,37.79291,-122.40637,House,Shared room,1.0,1.0,30,30.0
165,37.74446,-122.43776,House,Entire home/apt,1.0,3.0,2,295.0
166,37.78265,-122.48971,Apartment,Private room,1.0,1.0,30,79.0
167,37.80242,-122.4144,Guest suite,Entire home/apt,1.0,1.0,3,165.0
168,37.77118,-122.44963,House,Private room,1.0,1.0,1,92.0
169,37.75551,-122.40882,Condominium,Entire home/apt,2.0,2.0,5,178.0
170,37.77108,-122.44942,House,Private room,1.0,1.0,1,98.0
171,37.77085,-122.44811,House,Private room,1.0,1.0,1,78.0
172,37.76146,-122.43817,Apartment,Entire home/apt,2.0,3.0,30,325.0
173,37.74382,-122.41773,House,Entire home/apt,1.0,1.0,5,147.0
174,37.72652,-122.43468,House,Private room,1.0,1.0,2,75.0
175,37.76468,-122.44523,Apartment,Entire home/apt,1.0,0.0,30,110.0
176,37.77042,-122.45019,House,Private room,1.0,1.0,1,78.0
177,37.80281,-122.4154,Condominium,Private room,1.0,1.0,2,139.0
178,37.75632,-122.40478,House,Entire home/apt,1.0,1.0,2,145.0
179,37.7684,-122.43086,Apartment,Private room,1.0,1.0,3,99.0
180,37.76968,-122.45193,Apartment,Private room,0.5,1.0,1,120.0
181,37.79341,-122.4034,Hostel,Shared room,1.0,1.0,1,45.0
182,37.73819,-122.41566,Apartment,Entire home/apt,1.0,1.0,30,135.0
183,37.79114,-122.41029,Townhouse,Entire home/apt,4.0,4.0,2,989.0
184,37.75565,-122.44022,Apartment,Entire home/apt,1.0,1.0,30,250.0
185,37.75855,-122.46444,Guest suite,Entire home/apt,1.0,1.0,30,99.0
186,37.80301,-122.41581,Condominium,Private room,1.0,1.0,2,99.0
187,37.74174,-122.50435,Guest suite,Entire home/apt,1.0,1.0,3,135.0
188,37.79271,-122.40383,Hostel,Shared room,1.0,1.0,1,45.0
189,37.77499,-122.40635,Apartment,Entire home/apt,1.0,1.0,3,160.0
190,37.79532,-122.40863,Apartment,Entire home/apt,1.0,2.0,30,135.0
191,37.78304,-122.41942,Condominium,Entire home/apt,1.0,1.0,30,136.0
192,37.75889,-122.39539,Condominium,Entire home/apt,1.0,3.0,6,280.0
193,37.76188,-122.44215,Condominium,Private room,1.0,1.0,1,139.0
194,37.77579,-122.45504,Guest suite,Private room,1.0,1.0,2,100.0
195,37.80134,-122.40714,Apartment,Private room,1.0,1.0,2,89.0
196,37.7947,-122.40374,Hostel,Shared room,1.0,1.0,1,45.0
197,37.79441,-122.40473,Hostel,Shared room,1.0,1.0,1,45.0
198,37.7647,-122.45368,Apartment,Entire home/apt,1.0,1.0,30,114.0
199,37.78322,-122.42025,Condominium,Entire home/apt,1.0,0.0,30,138.0
200,37.76294,-122.43974,Apartment,Private room,1.0,1.0,2,115.0
201,37.76711,-122.45151,Apartment,Entire home/apt,1.0,1.0,2,250.0
202,37.77899,-122.40506,Condominium,Entire home/apt,1.0,1.0,30,133.0
203,37.75553,-122.50707,Apartment,Shared room,1.0,1.0,30,35.0
204,37.75612,-122.39967,Condominium,Entire home/apt,2.0,2.0,4,325.0
205,37.75346,-122.50358,House,Private room,1.0,1.0,3,89.0
206,37.76833,-122.42592,Apartment,Private room,1.0,1.0,2,97.0
207,37.72681,-122.43419,Guest suite,Entire home/apt,1.0,1.0,3,110.0
208,37.7529,-122.41553,Apartment,Entire home/apt,2.0,3.0,3,575.0
209,37.73773,-122.44956,House,Private room,1.0,1.0,1,250.0
210,37.74334,-122.42932,Guesthouse,Entire home/apt,1.0,1.0,30,105.0
211,37.76288,-122.43815,Condominium,Entire home/apt,2.0,2.0,30,210.0
212,37.76275,-122.44252,Condominium,Entire home/apt,2.0,3.0,4,475.0
213,37.73225,-122.43614,House,Entire home/apt,2.0,2.0,3,300.0
214,37.75971,-122.38833,Apartment,Entire home/apt,1.0,1.0,2,190.0
215,37.73096,-122.42378,House,Private room,1.0,1.0,30,45.0
216,37.76267,-122.43919,Apartment,Entire home/apt,1.0,1.0,2,299.0
217,37.7303,-122.42464,House,Private room,1.0,1.0,30,30.0
218,37.75587,-122.43602,Apartment,Entire home/apt,1.0,1.0,5,225.0
219,37.75131,-122.437,House,Entire home/apt,1.0,1.0,7,159.0
220,37.79954,-122.40679,Apartment,Entire home/apt,1.0,1.0,30,125.0
221,37.79026,-122.4364,House,Entire home/apt,2.5,3.0,7,325.0
222,37.80345,-122.40798,Condominium,Entire home/apt,1.0,2.0,1,600.0
223,37.76641,-122.44667,Apartment,Entire home/apt,1.0,0.0,30,90.0
224,37.72606,-122.43232,House,Private room,0.5,1.0,2,48.0
225,37.76065,-122.42414,Apartment,Entire home/apt,1.0,2.0,4,365.0
226,37.78633,-122.43217,Apartment,Entire home/apt,1.0,1.0,30,139.0
227,37.78278,-122.39337,Loft,Entire home/apt,1.0,1.0,30,250.0
228,37.76892,-122.44615,Apartment,Entire home/apt,1.0,3.0,30,189.0
229,37.76592,-122.40628,House,Entire home/apt,1.0,1.0,3,298.0
230,37.76295,-122.44259,Cottage,Private room,1.0,1.0,3,99.0
231,37.80432,-122.44601,Condominium,Private room,1.0,1.0,60,165.0
232,37.78525,-122.43051,Apartment,Private room,1.0,1.0,30,99.0
233,37.76052,-122.42939,House,Entire home/apt,2.0,4.0,4,595.0
234,37.72836,-122.44797,House,Private room,1.0,1.0,1,95.0
235,37.76479,-122.43611,Apartment,Private room,1.0,1.0,1,119.0
236,37.74271,-122.41955,Condominium,Entire home/apt,1.0,1.0,2,160.0
237,37.77307,-122.44293,Guest suite,Entire home/apt,1.0,1.0,3,190.0
238,37.75711,-122.40963,House,Private room,1.0,1.0,30,83.0
239,37.76174,-122.44339,Apartment,Private room,1.0,1.0,2,125.0
240,37.72965,-122.42539,House,Private room,1.0,1.0,30,40.0
241,37.73019,-122.42317,House,Private room,1.0,1.0,30,45.0
242,37.75813,-122.4355,Apartment,Entire home/apt,1.0,1.0,2,115.0
243,37.77093,-122.42823,Condominium,Private room,1.0,1.0,4,90.0
244,37.76079,-122.43447,Apartment,Entire home/apt,1.0,2.0,30,270.0
245,37.72636,-122.43342,Apartment,Private room,1.0,1.0,30,85.0
246,37.7586,-122.43332,Apartment,Private room,1.0,1.0,2,95.0
247,37.79178,-122.39502,Apartment,Entire home/apt,2.0,2.0,30,500.0
248,37.76055,-122.44221,Apartment,Entire home/apt,1.0,3.0,3,549.0
249,37.75139,-122.41194,House,Entire home/apt,1.0,1.0,31,200.0
250,37.75131,-122.40795,House,Private room,1.0,1.0,3,70.0
251,37.76588,-122.44281,House,Entire home/apt,3.5,4.0,5,672.0
252,37.76648,-122.44542,Guest suite,Entire home/apt,1.0,1.0,3,130.0
253,37.74587,-122.41626,House,Entire home/apt,2.5,3.0,4,390.0
254,37.74498,-122.41927,House,Private room,1.0,1.0,3,102.0
255,37.76196,-122.39411,Guest suite,Entire home/apt,1.0,1.0,4,250.0
256,37.74248,-122.41069,Apartment,Entire home/apt,1.0,0.0,6,149.0
257,37.76016,-122.42265,Apartment,Entire home/apt,2.0,2.0,2,355.0
258,37.75666,-122.43607,House,Entire home/apt,3.0,3.0,2,700.0
259,37.74002,-122.41813,Condominium,Entire home/apt,1.5,2.0,3,169.0
260,37.72042,-122.46914,House,Private room,1.0,1.0,30,60.0
261,37.74987,-122.44027,Apartment,Entire home/apt,2.0,2.0,30,189.0
262,37.79363,-122.42493,Apartment,Entire home/apt,1.0,1.0,30,130.0
263,37.76318,-122.40708,Apartment,Private room,1.0,1.0,3,99.0
264,37.77044,-122.43599,Condominium,Entire home/apt,1.0,1.0,3,289.0
265,37.75635,-122.40996,Guest suite,Entire home/apt,1.0,1.0,30,119.0
266,37.78377,-122.47522,House,Private room,1.0,1.0,2,132.0
267,37.75906,-122.40761,Apartment,Private room,1.0,1.0,31,68.0
268,37.78135,-122.48266,Apartment,Entire home/apt,1.0,1.0,3,140.0
269,37.78321,-122.41969,Apartment,Entire home/apt,1.0,1.0,30,124.0
270,37.79418,-122.40582,House,Shared room,1.0,1.0,30,30.0
271,37.79455,-122.406,House,Shared room,1.0,1.0,30,30.0
272,37.79478,-122.40592,House,Shared room,1.0,1.0,30,30.0
273,37.77884,-122.50535,Condominium,Private room,1.0,1.0,2,128.0
274,37.76003,-122.4357,Apartment,Private room,1.0,1.0,2,116.0
275,37.75941,-122.43363,Condominium,Private room,1.0,1.0,1,109.0
276,37.75978,-122.4351,Condominium,Entire home/apt,1.5,4.0,1,350.0
277,37.7748,-122.42711,Apartment,Entire home/apt,1.0,1.0,30,250.0
278,37.75925,-122.50893,House,Entire home/apt,2.0,2.0,4,324.0
279,37.74054,-122.43121,Apartment,Entire home/apt,2.0,3.0,30,190.0
280,37.77407,-122.4331,Apartment,Entire home/apt,1.0,1.0,30,110.0
281,37.75385,-122.50806,Apartment,Private room,1.0,1.0,30,57.0
282,37.77346,-122.42917,House,Private room,1.0,1.0,1,89.0
283,37.78101,-122.44083,House,Entire home/apt,1.5,3.0,3,425.0
284,37.72594,-122.43327,Condominium,Entire home/apt,2.0,2.0,6,225.0
285,37.80041,-122.41569,Serviced apartment,Hotel room,1.0,1.0,30,148.0
286,37.73853,-122.47166,Apartment,Entire home/apt,1.0,1.0,2,160.0
287,37.74687,-122.40964,Guest suite,Entire home/apt,1.0,1.0,3,145.0
288,37.80139,-122.41534,Condominium,Entire home/apt,2.5,4.0,1,490.0
289,37.76717,-122.42419,Apartment,Entire home/apt,1.0,2.0,3,280.0
290,37.76731,-122.42542,Condominium,Private room,1.0,1.0,1,125.0
291,37.77297,-122.40301,Apartment,Entire home/apt,1.0,0.0,31,170.0
292,37.79472,-122.40519,House,Shared room,1.0,1.0,30,30.0
293,37.72376,-122.42926,House,Private room,1.0,1.0,2,90.0
294,37.75756,-122.4364,Guest suite,Entire home/apt,1.0,0.0,1,199.0
295,37.73962,-122.41484,House,Entire home/apt,2.0,3.0,3,230.0
296,37.73429,-122.43491,House,Entire home/apt,1.5,4.0,2,675.0
297,37.73895,-122.41274,Apartment,Entire home/apt,1.0,2.0,2,195.0
298,37.756,-122.40022,Apartment,Entire home/apt,2.0,3.0,4,205.0
299,37.76099,-122.42183,Apartment,Entire home/apt,1.0,1.0,30,125.0
300,37.75613,-122.44066,Condominium,Private room,1.0,1.0,3,399.0
301,37.77296,-122.43497,Condominium,Entire home/apt,2.0,3.0,3,375.0
302,37.77144,-122.4347,Condominium,Private room,1.0,1.0,3,130.0
303,37.72872,-122.4406,Apartment,Entire home/apt,1.0,1.0,4,225.0
304,37.77985,-122.48478,Apartment,Entire home/apt,1.0,1.0,3,130.0
305,37.76197,-122.40365,Apartment,Entire home/apt,1.0,1.0,30,170.0
306,37.75853,-122.42387,Apartment,Entire home/apt,1.0,1.0,3,100.0
307,37.74946,-122.40917,House,Entire home/apt,1.5,2.0,3,295.0
308,37.77166,-122.43826,Apartment,Entire home/apt,1.0,1.0,30,220.0
309,37.77244,-122.43789,Apartment,Entire home/apt,2.0,2.0,30,350.0
310,37.80594,-122.43783,Condominium,Entire home/apt,1.0,0.0,2,280.0
311,37.74312,-122.40647,House,Entire home/apt,2.0,4.0,30,275.0
312,37.75081,-122.44524,Apartment,Entire home/apt,1.0,1.0,365,200.0
313,37.74395,-122.43253,House,Entire home/apt,1.0,2.0,3,260.0
314,37.77144,-122.44433,Apartment,Entire home/apt,1.0,1.0,30,90.0
315,37.75933,-122.40367,House,Private room,1.0,1.0,3,135.0
316,37.76794,-122.43906,Bungalow,Entire home/apt,1.5,2.0,5,550.0
317,37.80299,-122.42447,Apartment,Entire home/apt,1.0,1.0,31,126.0
318,37.75981,-122.42447,Apartment,Entire home/apt,1.0,3.0,3,495.0
319,37.73821,-122.39146,Apartment,Private room,1.0,1.0,30,70.0
320,37.72509,-122.43309,House,Private room,1.0,1.0,30,95.0
321,37.71725,-122.43562,House,Private room,1.0,1.0,7,100.0
322,37.73496,-122.41656,House,Entire home/apt,2.5,4.0,4,449.0
323,37.72988,-122.42673,House,Private room,1.0,1.0,30,43.0
324,37.76132,-122.40421,House,Entire home/apt,3.0,3.0,4,650.0
325,37.79709,-122.41033,Apartment,Private room,1.0,1.0,30,140.0
326,37.77619,-122.48231,Guest suite,Entire home/apt,1.0,1.0,1,79.0
327,37.79817,-122.44169,Condominium,Entire home/apt,1.0,3.0,4,1195.0
328,37.74416,-122.43598,Guest suite,Entire home/apt,1.0,1.0,5,129.0
329,37.7605,-122.42317,Apartment,Entire home/apt,1.0,2.0,5,220.0
330,37.77822,-122.45813,House,Entire home/apt,2.0,3.0,3,450.0
331,37.74521,-122.41938,House,Private room,1.0,1.0,4,105.0
332,37.76149,-122.40874,Apartment,Private room,1.0,1.0,4,103.0
333,37.80043,-122.40543,Apartment,Entire home/apt,1.0,1.0,4,200.0
334,37.74472,-122.43699,House,Private room,1.0,1.0,2,95.0
335,37.73279,-122.43701,House,Private room,1.0,1.0,2,68.0
336,37.7681,-122.43972,Townhouse,Entire home/apt,2.5,3.0,4,460.0
337,37.76186,-122.4037,Apartment,Private room,1.0,1.0,3,129.0
338,37.75363,-122.43138,House,Entire home/apt,2.5,4.0,2,1000.0
339,37.77053,-122.42848,Condominium,Entire home/apt,1.0,2.0,3,280.0
340,37.77558,-122.4406,Apartment,Private room,1.0,1.0,2,93.0
341,37.80172,-122.43501,Apartment,Entire home/apt,1.0,3.0,3,139.0
342,37.80178,-122.43719,House,Entire home/apt,3.5,4.0,4,1049.0
343,37.74555,-122.43384,Apartment,Entire home/apt,1.0,1.0,2,99.0
344,37.77632,-122.48067,Guest suite,Entire home/apt,1.0,1.0,1,69.0
345,37.76157,-122.42186,House,Entire home/apt,1.0,2.0,2,400.0
346,37.75036,-122.42621,House,Private room,1.0,1.0,2,105.0
347,37.79648,-122.4118,Apartment,Entire home/apt,1.0,2.0,5,295.0
348,37.74663,-122.41696,House,Entire home/apt,1.0,1.0,3,195.0
349,37.75731,-122.40954,House,Private room,1.0,1.0,30,98.0
350,37.76613,-122.45252,Apartment,Entire home/apt,1.0,1.0,30,121.0
351,37.77023,-122.42957,Condominium,Private room,1.0,1.0,2,95.0
352,37.79384,-122.42436,Apartment,Private room,1.0,1.0,30,63.0
353,37.75943,-122.40398,House,Private room,1.0,1.0,3,125.0
354,37.77448,-122.43359,Apartment,Entire home/apt,1.0,1.0,30,105.0
355,37.77586,-122.44243,Condominium,Entire home/apt,1.0,3.0,30,350.0
356,37.74366,-122.42993,House,Entire home/apt,2.0,3.0,5,975.0
357,37.78388,-122.41661,Apartment,Entire home/apt,1.0,2.0,30,100.0
358,37.76024,-122.4088,Apartment,Private room,1.0,1.0,31,72.0
359,37.74748,-122.40821,Apartment,Shared room,1.0,1.0,30,79.0
360,37.76668,-122.45095,House,Entire home/apt,2.5,3.0,3,375.0
361,37.79527,-122.40925,Apartment,Entire home/apt,1.0,3.0,7,450.0
362,37.77528,-122.40772,Loft,Entire home/apt,1.0,1.0,30,279.0
363,37.78111,-122.40597,Condominium,Entire home/apt,1.0,1.0,30,123.0
364,37.74656,-122.40655,Apartment,Private room,1.0,1.0,30,125.0
365,37.75566,-122.43454,Condominium,Entire home/apt,1.0,1.0,30,201.0
366,37.75926,-122.40442,House,Private room,1.0,1.0,3,280.0
367,37.7371,-122.39761,House,Private room,1.0,1.0,31,50.0
